Node1,Node2,Weight
12,65,-1
12,70,-1
12,71,-1
12,75,-1
13,18,1
13,23,-1
13,24,1
13,25,1
13,26,1
13,27,1
13,28,1
13,29,-1
13,33,1
13,34,1
13,35,-1
13,36,-1
13,37,1
13,38,1
13,39,1
13,40,-1
13,42,-1
13,44,1
13,45,-1
13,47,-1
13,52,-1
13,54,1
13,57,1
13,58,-1
13,62,1
13,63,-1
13,64,1
13,72,1
13,78,-1
14,17,-1
14,21,-1
14,22,1
14,25,1
14,26,1
14,27,1
14,29,-1
14,31,1
14,32,1
14,33,-1
14,38,1
14,39,-1
14,40,1
14,44,-1
14,49,1
14,50,-1
14,54,-1
14,56,-1
14,58,1
14,64,1
14,68,1
14,70,-1
14,74,1
14,75,-1
14,78,1
15,17,-1
15,24,1
15,27,1
15,29,-1
15,31,1
15,32,1
15,35,1
15,54,1
15,58,1
15,62,1
15,66,-1
16,19,-1
16,20,1
16,26,1
16,30,1
16,32,-1
16,33,1
16,35,1
16,38,1
16,39,1
16,50,-1
16,51,-1
16,53,-1
16,57,-1
16,59,-1
16,60,1
16,62,-1
16,68,1
16,69,-1
16,76,1
17,18,-1
17,24,1
17,25,-1
17,27,1
17,28,-1
17,30,1
17,34,-1
17,37,-1
17,39,1
17,41,1
17,42,1
17,43,-1
17,44,1
17,48,-1
17,50,1
17,57,1
17,66,1
17,71,1
17,79,-1
18,20,1
18,26,1
18,30,-1
18,35,1
18,37,-1
18,38,-1
18,39,-1
18,41,-1
18,46,1
18,47,-1
18,48,1
18,50,-1
18,54,-1
18,59,-1
18,61,-1
18,67,1
18,71,1
18,72,-1
18,76,-1
19,21,-1
19,22,1
19,23,1
19,26,1
19,27,-1
19,29,1
19,33,1
19,34,1
19,36,-1
19,39,1
19,43,1
19,47,-1
19,51,1
19,52,-1
19,54,1
19,55,-1
19,57,-1
19,59,-1
19,61,-1
19,63,-1
19,65,1
19,74,1
19,76,-1
20,21,1
20,22,1
20,27,1
20,28,1
20,29,1
20,35,-1
20,40,-1
20,41,1
20,44,1
20,45,1
20,48,1
20,50,1
20,51,-1
20,53,1
20,54,-1
20,55,-1
20,61,1
20,62,1
20,63,-1
20,65,-1
20,67,-1
20,69,-1
20,72,1
20,73,1
20,75,-1
20,77,-1
21,22,1
21,28,-1
21,29,-1
21,35,-1
21,36,-1
21,37,1
21,43,-1
21,44,-1
21,48,1
21,49,-1
21,51,-1
21,56,1
21,57,-1
21,61,1
21,77,1
22,25,-1
22,26,-1
22,30,-1
22,33,1
22,38,1
22,40,-1
22,47,-1
22,53,1
22,54,1
22,56,-1
22,57,1
22,69,1
22,71,1
23,25,-1
23,27,1
23,30,-1
23,34,1
23,36,1
23,38,-1
23,42,-1
23,44,-1
23,48,-1
23,51,-1
23,53,-1
23,61,-1
24,29,-1
24,35,-1
24,36,1
24,43,1
24,45,-1
24,60,-1
24,62,1
24,73,-1
25,28,1
25,29,1
25,30,1
25,32,1
25,34,1
25,40,-1
25,43,1
25,47,1
25,51,-1
25,54,-1
25,62,-1
25,65,-1
25,70,1
25,73,1
25,74,1
26,27,-1
26,28,1
26,32,1
26,37,1
26,38,-1
26,41,1
26,43,1
26,47,1
26,52,-1
26,56,1
26,58,1
26,59,1
26,65,1
26,71,-1
26,75,-1
27,31,1
27,32,1
27,33,-1
27,34,-1
27,37,1
27,41,-1
27,42,-1
27,43,1
27,45,-1
27,46,-1
27,47,-1
27,48,-1
27,51,-1
27,52,-1
27,53,-1
27,55,-1
27,58,-1
27,69,-1
28,29,1
28,31,-1
28,35,1
28,38,-1
28,39,1
28,44,-1
28,45,1
28,47,-1
28,49,-1
28,50,-1
28,55,1
28,58,-1
28,66,-1
28,72,-1
28,74,1
28,76,1
28,77,1
29,33,-1
29,34,1
29,41,1
29,44,-1
29,52,1
29,53,1
29,55,1
29,57,-1
29,61,-1
29,62,1
29,67,1
29,71,-1
29,75,-1
30,34,-1
30,35,-1
30,36,1
30,38,1
30,43,-1
30,45,1
30,46,1
30,51,-1
30,53,1
30,55,1
30,65,-1
30,66,1
30,67,-1
30,69,-1
30,70,-1
30,71,-1
30,72,1
30,74,1
30,77,1
31,33,1
31,34,1
31,38,1
31,39,1
31,44,1
31,49,1
31,58,1
31,63,1
31,67,1
31,73,-1
31,77,1
31,79,-1
32,40,-1
32,41,-1
32,43,1
32,46,1
32,48,1
32,50,1
32,53,-1
32,54,-1
32,56,1
32,63,-1
32,66,1
32,67,-1
32,78,1
33,39,1
33,41,-1
33,42,-1
33,43,-1
33,44,-1
33,45,1
33,48,1
33,51,1
33,53,-1
33,55,1
33,57,1
33,63,-1
33,68,-1
34,36,1
34,38,-1
34,41,1
34,42,1
34,44,1
34,45,1
34,52,1
34,53,1
34,56,1
34,58,-1
34,74,1
34,78,1
34,79,-1
35,44,1
35,45,1
35,46,1
35,48,1
35,50,1
35,51,-1
35,54,1
35,55,1
35,60,-1
35,61,-1
35,71,1
35,76,-1
35,77,1
35,78,-1
36,38,-1
36,40,-1
36,42,-1
36,45,1
36,49,1
36,58,-1
36,62,-1
36,63,1
36,64,-1
36,65,-1
36,68,1
36,73,1
36,78,-1
37,42,-1
37,43,1
37,44,1
37,45,1
37,49,1
37,51,1
37,52,-1
37,53,-1
37,54,1
37,57,1
37,60,1
37,61,-1
37,63,-1
37,65,-1
37,68,-1
37,72,1
37,74,1
37,78,-1
37,79,1
38,41,1
38,43,1
38,44,-1
38,47,-1
38,48,1
38,53,1
38,54,1
38,56,1
38,57,1
38,58,1
38,61,-1
38,66,1
38,67,-1
38,68,1
38,69,-1
38,70,1
38,76,-1
39,40,-1
39,42,1
39,44,-1
39,45,-1
39,47,-1
39,49,1
39,54,-1
39,55,-1
39,56,1
39,57,1
39,61,-1
39,62,1
39,63,1
39,64,1
39,66,-1
39,76,-1
39,79,-1
40,41,-1
40,44,-1
40,46,-1
40,47,1
40,48,1
40,51,1
40,59,1
40,67,-1
40,70,-1
40,75,1
41,42,1
41,44,1
41,46,-1
41,48,-1
41,49,-1
41,53,-1
41,56,1
41,57,1
41,60,-1
41,64,-1
41,68,1
41,69,-1
41,76,1
42,44,-1
42,46,1
42,48,1
42,51,1
42,53,1
42,54,-1
42,58,1
42,59,-1
42,65,1
42,66,1
42,67,-1
42,70,1
42,74,1
42,79,1
43,44,-1
43,45,-1
43,47,-1
43,48,1
43,50,1
43,52,1
43,54,-1
43,55,-1
43,63,1
43,64,1
43,65,-1
43,66,-1
43,68,-1
43,69,-1
43,76,1
44,45,1
44,47,1
44,48,1
44,49,1
44,59,-1
44,65,-1
44,66,1
44,68,-1
44,76,-1
44,77,-1
45,48,1
45,49,1
45,51,-1
45,52,-1
45,53,-1
45,58,-1
45,59,1
45,61,-1
45,62,1
45,64,1
45,68,1
45,71,1
45,72,-1
45,73,-1
45,74,1
46,47,1
46,48,-1
46,50,-1
46,54,1
46,59,1
46,63,-1
46,65,1
46,66,1
46,68,-1
46,69,1
46,70,1
46,74,-1
46,77,-1
47,49,-1
47,50,1
47,51,-1
47,53,1
47,55,1
47,56,-1
47,59,-1
47,61,-1
47,63,-1
47,66,1
47,71,-1
47,74,-1
47,75,-1
47,79,-1
48,49,1
48,51,-1
48,55,-1
48,59,-1
48,61,1
48,64,-1
48,65,1
48,66,1
48,67,1
48,75,1
48,77,1
48,79,-1
49,55,1
49,56,1
49,62,1
49,63,1
49,67,-1
49,68,-1
49,73,-1
49,75,-1
50,51,1
50,53,1
50,58,-1
50,62,-1
50,68,1
50,69,-1
50,70,-1
50,71,-1
50,73,-1
50,78,1
51,53,-1
51,57,1
51,59,-1
51,60,1
51,62,-1
51,71,-1
51,72,1
51,76,1
51,79,-1
52,56,-1
52,57,-1
52,58,-1
52,60,1
52,64,1
52,65,1
52,66,-1
52,67,1
53,57,1
53,58,-1
53,60,-1
53,61,1
53,65,1
53,66,-1
53,71,-1
53,72,-1
53,75,1
54,55,-1
54,56,1
54,58,1
54,59,-1
54,61,-1
54,62,-1
54,66,1
54,68,1
54,69,-1
54,70,1
54,72,1
54,76,-1
54,78,-1
55,56,1
55,59,-1
55,60,-1
55,61,1
55,62,-1
55,67,1
55,69,1
55,73,-1
55,74,1
55,76,1
56,57,-1
56,58,-1
56,61,1
56,62,-1
56,65,1
56,69,1
56,72,-1
56,76,1
56,79,-1
57,59,-1
57,60,-1
57,67,-1
57,68,-1
57,71,-1
57,75,-1
58,61,-1
58,65,-1
58,70,-1
58,74,-1
58,79,-1
59,61,-1
59,62,1
59,63,-1
59,65,1
59,67,-1
59,70,1
59,72,-1
59,74,1
59,75,-1
59,78,-1
60,62,-1
60,63,1
60,65,1
60,67,-1
60,68,-1
60,69,-1
60,70,1
60,71,1
60,73,-1
60,74,1
60,77,1
60,79,-1
61,63,1
61,71,-1
61,73,1
61,75,-1
62,63,-1
62,69,1
62,74,-1
62,75,-1
62,76,1
62,77,1
63,65,1
63,67,1
63,68,-1
63,69,1
63,73,-1
63,74,1
63,75,1
63,78,1
63,79,1
64,67,-1
64,70,-1
64,71,-1
64,73,1
65,66,1
65,67,1
65,69,1
65,71,-1
65,73,-1
65,75,-1
65,78,1
66,70,-1
66,77,-1
66,78,-1
66,79,1
67,70,-1
67,71,-1
67,76,1
68,70,-1
68,71,1
68,75,-1
68,79,1
69,73,-1
69,74,1
69,75,1
69,76,1
70,71,1
70,74,-1
70,75,-1
70,76,1
71,73,-1
71,79,1
72,78,-1
72,79,-1
73,76,1
73,79,-1
74,75,1
74,76,-1
74,77,-1
74,78,1
77,78,-1
77,79,-1
